date,timestamp,client,p10,p25,p50,p75,p90
2013_08_01,1375315200000,mobile,21.02,75.36,226.62,636.19,1407.64
2013_07_01,1372636800000,desktop,53.84,174.01,486.38,1114.17,2171.73
2013_07_01,1372636800000,mobile,19.34,72.07,212.55,614.79,1383.98
2013_06_15,1371254400000,desktop,54.0,172.72,480.15,1097.85,2144.6
2013_06_15,1371254400000,mobile,19.3,73.59,217.23,614.21,1368.36
2013_06_01,1370044800000,desktop,53.49,171.14,475.83,1087.94,2126.02
2013_06_01,1370044800000,mobile,19.34,73.37,220.38,624.52,1366.64
2013_05_15,1368576000000,desktop,52.71,169.35,470.29,1072.47,2104.4
2013_05_15,1368576000000,mobile,18.85,71.51,215.18,610.3,1361.19
2013_05_01,1367366400000,desktop,52.2,167.43,464.22,1059.05,2083.06
2013_05_01,1367366400000,mobile,19.18,70.68,215.15,601.32,1346.4
2013_04_15,1365984000000,desktop,52.26,166.18,458.65,1045.99,2038.79
2013_04_15,1365984000000,mobile,19.14,69.4,209.16,599.36,1287.93
2013_04_01,1364774400000,desktop,52.52,166.08,457.18,1035.38,2027.33
2013_04_01,1364774400000,mobile,18.82,68.87,205.71,569.54,1206.41
2013_03_15,1363305600000,desktop,52.05,164.58,452.66,1028.47,2008.94
2013_03_15,1363305600000,mobile,18.38,69.92,209.16,599.41,1266.37
2013_03_01,1362096000000,desktop,51.45,162.8,446.79,1012.35,1976.37
2013_03_01,1362096000000,mobile,19.01,70.24,207.52,593.31,1274.32
2013_02_15,1360886400000,desktop,50.09,160.37,441.25,998.91,1953.03
2013_02_15,1360886400000,mobile,17.9,67.9,204.33,588.32,1266.45
2013_02_01,1359676800000,desktop,49.31,159.1,437.92,989.06,1938.84
2013_02_01,1359676800000,mobile,18.03,67.05,206.89,575.76,1253.91
2013_01_15,1358208000000,desktop,49.33,157.08,432.62,984.79,1925.03
2013_01_15,1358208000000,mobile,17.46,64.15,202.45,560.98,1206.45
2013_01_01,1356998400000,desktop,49.97,159.29,436.66,990.06,1928.34
2013_01_01,1356998400000,mobile,17.63,62.52,197.46,547.73,1198.46
2012_12_15,1355529600000,desktop,51.23,160.52,439.27,995.87,1924.85
2012_12_15,1355529600000,mobile,17.09,63.98,197.83,556.59,1201.85
2012_12_01,1354320000000,desktop,50.81,157.81,430.43,976.33,1892.54
2012_12_01,1354320000000,mobile,15.98,60.86,192.42,545.3,1218.53
2012_11_15,1352937600000,desktop,49.73,155.05,423.08,958.48,1858.67
2012_11_15,1352937600000,mobile,17.79,60.86,189.76,533.46,1159.51
2012_11_01,1351728000000,desktop,48.82,153.61,416.33,942.92,1823.05
2012_11_01,1351728000000,mobile,17.09,61.56,190.72,561.43,1192.35
2012_10_15,1350259200000,desktop,48.38,152.24,412.06,935.61,1816.18
2012_10_15,1350259200000,mobile,17.09,64.27,189.94,547.88,1195.94
2012_10_01,1349049600000,desktop,48.27,150.03,407.67,924.69,1793.65
2012_10_01,1349049600000,mobile,17.57,56.23,188.9,558.55,1210.36
2012_09_15,1347667200000,desktop,44.43,139.18,378.72,872.33,1703.87
2012_09_15,1347667200000,mobile,17.09,53.25,181.6,534.34,1139.91
2012_09_01,1346457600000,desktop,44.96,138.65,375.45,861.31,1695.58
2012_09_01,1346457600000,mobile,16.91,55.02,186.01,531.66,1180.51
2012_08_15,1344988800000,desktop,43.95,137.67,376.4,864.92,1691.43
2012_08_15,1344988800000,mobile,14.92,41.53,140.52,443.99,979.91
2012_08_01,1343779200000,desktop,44.99,140.53,381.0,873.28,1703.46
2012_08_01,1343779200000,mobile,14.23,41.88,145.64,431.78,938.5
2012_07_15,1342310400000,desktop,44.17,137.7,373.71,853.51,1667.11
2012_07_15,1342310400000,mobile,15.32,39.39,150.88,453.93,1002.84
2012_07_01,1341100800000,desktop,44.4,136.91,370.4,851.33,1663.61
2012_07_01,1341100800000,mobile,13.56,36.35,142.94,442.15,946.04
2012_06_15,1339718400000,desktop,43.7,134.46,365.01,841.55,1645.63
2012_06_15,1339718400000,mobile,11.51,41.7,147.07,450.31,990.86
2012_06_01,1338508800000,desktop,43.64,135.2,363.89,837.4,1636.0
2012_06_01,1338508800000,mobile,8.64,39.89,138.09,439.23,906.29
2012_05_15,1337040000000,desktop,44.4,135.86,365.4,836.92,1620.6
2012_05_15,1337040000000,mobile,11.15,41.83,156.71,451.25,915.89
2012_05_01,1335830400000,desktop,43.4,133.6,360.95,822.63,1603.2
2012_05_01,1335830400000,mobile,9.71,43.85,149.17,441.81,908.83
2012_04_15,1334448000000,desktop,42.3,128.94,349.64,803.27,1565.81
2012_04_15,1334448000000,mobile,9.92,44.45,153.09,451.17,915.8
2012_04_01,1333238400000,desktop,42.19,128.86,348.85,799.41,1542.04
2012_04_01,1333238400000,mobile,9.85,41.83,148.4,437.17,896.43
2012_03_15,1331769600000,desktop,43.65,129.74,346.48,787.73,1525.0
2012_03_15,1331769600000,mobile,10.46,42.33,147.6,441.09,905.97
2012_03_01,1330560000000,desktop,40.53,123.3,333.81,764.64,1472.68
2012_03_01,1330560000000,mobile,10.67,42.09,149.79,438.56,920.68
2012_02_15,1329264000000,desktop,40.42,122.54,330.28,759.54,1457.89
2012_02_15,1329264000000,mobile,10.93,43.24,149.45,425.65,938.75
2012_02_01,1328054400000,desktop,40.36,121.73,331.19,756.02,1466.03
2012_02_01,1328054400000,mobile,11.54,41.88,151.66,438.66,976.21
2012_01_15,1326585600000,desktop,40.5,121.2,331.42,751.39,1455.36
2012_01_15,1326585600000,mobile,9.92,41.88,141.78,429.25,931.4
2012_01_01,1325376000000,desktop,41.14,122.29,328.96,750.22,1451.83
2012_01_01,1325376000000,mobile,9.92,40.6,144.12,423.9,957.87
2011_12_15,1323907200000,desktop,40.75,121.51,327.94,754.56,1451.73
2011_12_15,1323907200000,mobile,10.73,42.61,147.31,435.82,946.59
2011_12_01,1322697600000,desktop,40.91,121.49,326.59,749.65,1452.77
2011_12_01,1322697600000,mobile,10.73,41.06,150.73,429.38,970.56
2011_11_15,1321315200000,desktop,41.14,118.8,321.6,726.39,1410.22
2011_11_15,1321315200000,mobile,9.91,38.95,128.24,395.69,898.33
2011_11_01,1320105600000,desktop,39.72,115.33,308.76,695.3,1341.25
2011_11_01,1320105600000,mobile,10.06,38.48,132.13,412.1,890.26
2011_10_15,1318636800000,desktop,36.34,105.82,279.03,628.4,1218.27
2011_10_15,1318636800000,mobile,9.67,38.48,104.36,313.74,717.51
2011_10_01,1317427200000,desktop,36.85,106.65,282.27,639.69,1213.05
2011_10_01,1317427200000,mobile,9.99,38.48,105.86,327.5,731.06
2011_09_15,1316044800000,desktop,36.49,107.3,279.2,629.09,1215.14
2011_09_15,1316044800000,mobile,8.06,32.96,102.38,308.84,725.79
2011_09_01,1314835200000,desktop,35.05,103.78,273.46,621.83,1200.14
2011_09_01,1314835200000,mobile,7.66,29.86,97.84,321.58,728.37
2011_08_15,1313366400000,desktop,34.91,103.21,273.85,617.44,1190.67
2011_08_15,1313366400000,mobile,7.73,30.29,105.09,309.69,721.27
2011_08_01,1312156800000,desktop,33.83,100.71,265.26,599.16,1165.13
2011_08_01,1312156800000,mobile,7.33,27.94,107.08,320.01,779.36
2011_07_15,1310688000000,desktop,36.92,103.65,273.28,615.36,1180.29
2011_07_15,1310688000000,mobile,6.83,29.08,109.74,308.58,723.92
2011_07_01,1309478400000,desktop,36.63,103.29,269.44,611.45,1180.91
2011_07_01,1309478400000,mobile,7.39,29.24,105.12,325.41,719.01
2011_06_15,1308096000000,desktop,36.31,100.77,264.03,599.53,1141.23
2011_06_15,1308096000000,mobile,7.51,22.27,89.08,285.59,696.81
2011_06_01,1306886400000,desktop,36.76,102.34,265.08,596.3,1155.02
2011_06_01,1306886400000,mobile,6.79,30.22,106.28,299.73,720.5
2011_05_16,1305504000000,desktop,36.42,101.11,262.64,593.43,1137.64
2011_05_16,1305504000000,mobile,1.76,10.78,75.55,219.19,508.83
2011_04_30,1304121600000,desktop,36.29,98.18,256.65,576.29,1112.54
2011_04_15,1302825600000,desktop,36.38,100.1,258.11,586.18,1127.83
2011_03_29,1301356800000,desktop,36.0,97.49,249.88,560.46,1085.21
2011_03_15,1300147200000,desktop,35.04,96.22,246.23,557.93,1086.18
2011_02_26,1298678400000,desktop,35.42,96.13,247.5,558.64,1078.27
2011_02_11,1297382400000,desktop,34.95,96.49,240.2,542.7,1054.75
2011_01_31,1296432000000,desktop,34.45,93.01,240.45,544.9,1063.26
2011_01_20,1295481600000,desktop,34.49,91.62,235.79,542.04,1054.11
2010_12_28,1293494400000,desktop,34.04,92.76,237.49,538.6,1046.92
2010_12_16,1292457600000,desktop,33.74,91.66,239.14,548.56,1048.77
2010_11_29,1290988800000,desktop,32.89,88.57,229.43,523.04,1022.53
2010_11_15,1289779200000,desktop,32.28,87.77,225.95,513.4,1010.81
