date,timestamp,client,p10,p25,p50,p75,p90
2013_10_15,1381795200000,desktop,186.78,487.19,1026.62,1932.9,3402.14
2013_10_15,1381795200000,mobile,92.47,226.29,512.89,1079.96,1957.87
2013_10_01,1380585600000,desktop,185.63,480.85,1010.01,1899.43,3343.47
2013_10_01,1380585600000,mobile,94.23,229.84,506.15,1092.04,1924.02
2013_09_15,1379203200000,desktop,182.31,479.12,1006.63,1896.16,3338.97
2013_09_15,1379203200000,mobile,94.91,228.67,503.38,1059.24,1902.12
2013_09_01,1377993600000,desktop,175.13,468.58,989.53,1862.16,3245.28
2013_09_01,1377993600000,mobile,89.84,222.89,494.68,1050.78,1854.12
2013_08_15,1376524800000,desktop,160.33,446.34,965.08,1835.81,3225.04
2013_08_15,1376524800000,mobile,82.18,215.92,483.34,1022.24,1866.89
2013_08_01,1375315200000,desktop,157.49,435.38,948.58,1818.8,3225.62
2013_08_01,1375315200000,mobile,79.17,210.4,469.42,977.62,1837.96
2013_07_01,1372636800000,desktop,155.21,421.64,921.54,1780.75,3166.58
2013_07_01,1372636800000,mobile,73.03,192.61,432.29,939.64,1758.12
2013_06_15,1371254400000,desktop,153.82,419.08,912.49,1758.66,3111.69
2013_06_15,1371254400000,mobile,74.44,196.04,436.48,943.2,1793.44
2013_06_01,1370044800000,desktop,152.94,414.92,904.36,1745.34,3098.5
2013_06_01,1370044800000,mobile,76.56,197.43,439.84,972.39,1769.02
2013_05_15,1368576000000,desktop,149.53,411.09,896.62,1727.39,3080.82
2013_05_15,1368576000000,mobile,70.67,190.2,438.07,943.08,1758.79
2013_05_01,1367366400000,desktop,148.29,406.87,884.1,1703.98,3040.15
2013_05_01,1367366400000,mobile,72.49,190.54,434.66,941.47,1726.92
2013_04_15,1365984000000,desktop,149.46,406.52,878.59,1688.89,2993.66
2013_04_15,1365984000000,mobile,76.46,191.36,425.79,928.18,1700.54
2013_04_01,1364774400000,desktop,148.61,402.5,872.79,1667.14,2972.77
2013_04_01,1364774400000,mobile,76.14,190.26,419.06,901.89,1628.86
2013_03_15,1363305600000,desktop,147.21,398.41,864.82,1657.85,2950.05
2013_03_15,1363305600000,mobile,75.96,187.77,424.25,918.6,1688.53
2013_03_01,1362096000000,desktop,146.52,395.31,854.83,1638.53,2907.13
2013_03_01,1362096000000,mobile,76.53,188.34,427.55,920.54,1677.58
2013_02_15,1360886400000,desktop,143.08,388.24,844.61,1618.72,2864.71
2013_02_15,1360886400000,mobile,74.55,180.67,420.6,910.44,1660.51
2013_02_01,1359676800000,desktop,140.02,385.34,837.5,1606.49,2837.01
2013_02_01,1359676800000,mobile,75.98,179.98,412.84,896.73,1630.24
2013_01_15,1358208000000,desktop,138.54,380.87,833.97,1607.14,2841.81
2013_01_15,1358208000000,mobile,70.1,175.39,404.84,878.28,1615.6
2013_01_01,1356998400000,desktop,139.77,380.71,831.52,1605.75,2840.66
2013_01_01,1356998400000,mobile,70.34,175.13,403.67,868.8,1580.07
2012_12_15,1355529600000,desktop,144.7,385.24,839.99,1616.71,2857.29
2012_12_15,1355529600000,mobile,68.38,171.65,407.0,864.86,1594.72
2012_12_01,1354320000000,desktop,141.87,380.95,840.95,1617.24,2848.52
2012_12_01,1354320000000,mobile,63.79,165.01,387.18,855.0,1564.71
2012_11_15,1352937600000,desktop,138.52,375.25,831.17,1599.64,2823.82
2012_11_15,1352937600000,mobile,67.17,167.21,389.76,864.72,1547.59
2012_11_01,1351728000000,desktop,137.44,370.24,817.72,1569.93,2766.97
2012_11_01,1351728000000,mobile,66.02,162.97,380.6,878.25,1602.1
2012_10_15,1350259200000,desktop,137.11,366.32,810.38,1561.48,2732.4
2012_10_15,1350259200000,mobile,65.69,167.4,387.28,864.78,1611.4
2012_10_01,1349049600000,desktop,136.62,362.73,803.38,1545.73,2706.74
2012_10_01,1349049600000,mobile,66.0,160.44,386.32,866.91,1569.27
2012_09_15,1347667200000,desktop,126.32,336.72,742.82,1418.45,2412.11
2012_09_15,1347667200000,mobile,65.68,158.17,375.92,832.9,1528.21
2012_09_01,1346457600000,desktop,125.81,331.66,738.32,1416.59,2403.65
2012_09_01,1346457600000,mobile,64.25,153.02,375.36,839.09,1516.38
2012_08_15,1344988800000,desktop,126.96,331.0,748.88,1448.46,2438.98
2012_08_15,1344988800000,mobile,61.01,137.23,301.5,714.39,1362.39
2012_08_01,1343779200000,desktop,130.69,340.87,766.61,1471.84,2479.86
2012_08_01,1343779200000,mobile,55.77,139.28,301.71,688.54,1304.89
2012_07_15,1342310400000,desktop,128.38,335.64,744.74,1434.34,2412.44
2012_07_15,1342310400000,mobile,57.86,133.62,304.47,718.29,1383.73
2012_07_01,1341100800000,desktop,129.47,331.62,737.81,1423.36,2398.09
2012_07_01,1341100800000,mobile,55.4,129.46,297.15,691.06,1329.43
2012_06_15,1339718400000,desktop,127.33,326.35,723.15,1382.76,2343.59
2012_06_15,1339718400000,mobile,50.13,120.61,301.73,703.42,1346.16
2012_06_01,1338508800000,desktop,126.85,324.99,721.84,1382.74,2344.38
2012_06_01,1338508800000,mobile,46.73,117.04,291.98,685.88,1249.11
2012_05_15,1337040000000,desktop,125.58,322.92,718.09,1373.11,2321.95
2012_05_15,1337040000000,mobile,45.87,120.55,302.79,727.52,1270.81
2012_05_01,1335830400000,desktop,124.59,322.17,706.42,1345.38,2283.97
2012_05_01,1335830400000,mobile,44.04,118.73,295.69,703.5,1250.25
2012_04_15,1334448000000,desktop,124.07,313.74,698.61,1327.84,2244.97
2012_04_15,1334448000000,mobile,46.46,118.09,303.77,705.99,1255.44
2012_04_01,1333238400000,desktop,123.58,311.1,691.82,1320.17,2221.58
2012_04_01,1333238400000,mobile,43.28,113.81,293.31,680.5,1232.31
2012_03_15,1331769600000,desktop,126.72,314.33,690.83,1310.72,2214.97
2012_03_15,1331769600000,mobile,43.42,117.26,299.43,699.12,1235.83
2012_03_01,1330560000000,desktop,119.89,303.89,669.58,1274.97,2146.87
2012_03_01,1330560000000,mobile,42.81,116.7,287.87,676.65,1260.91
2012_02_15,1329264000000,desktop,119.55,302.08,662.38,1271.56,2128.07
2012_02_15,1329264000000,mobile,42.78,116.15,292.36,672.31,1262.38
2012_02_01,1328054400000,desktop,119.91,302.55,660.19,1264.87,2126.97
2012_02_01,1328054400000,mobile,42.7,113.81,295.42,672.79,1294.14
2012_01_15,1326585600000,desktop,121.1,302.15,659.55,1255.61,2108.46
2012_01_15,1326585600000,mobile,42.81,109.45,288.15,651.64,1240.48
2012_01_01,1325376000000,desktop,120.14,299.56,652.65,1248.14,2097.71
2012_01_01,1325376000000,mobile,40.82,107.48,293.77,648.53,1269.36
2011_12_15,1323907200000,desktop,121.65,299.57,657.57,1264.94,2141.62
2011_12_15,1323907200000,mobile,41.3,109.09,293.3,680.5,1256.63
2011_12_01,1322697600000,desktop,119.8,297.14,651.51,1245.98,2113.97
2011_12_01,1322697600000,mobile,41.76,106.92,293.95,656.39,1277.63
2011_11_15,1321315200000,desktop,115.84,290.5,633.74,1215.86,2061.32
2011_11_15,1321315200000,mobile,42.77,108.74,260.11,609.53,1184.58
2011_11_01,1320105600000,desktop,111.01,281.28,608.67,1165.06,1972.34
2011_11_01,1320105600000,mobile,42.56,110.91,261.74,624.77,1189.0
2011_10_15,1318636800000,desktop,96.09,257.11,570.14,1085.33,1866.2
2011_10_15,1318636800000,mobile,39.0,100.83,230.78,499.38,915.6
2011_10_01,1317427200000,desktop,99.64,259.49,572.4,1096.13,1871.3
2011_10_01,1317427200000,mobile,40.04,99.94,223.08,514.06,975.0
2011_09_15,1316044800000,desktop,98.79,258.44,565.54,1078.98,1856.76
2011_09_15,1316044800000,mobile,37.1,91.67,200.91,477.99,933.29
2011_09_01,1314835200000,desktop,93.56,250.12,550.85,1068.24,1818.65
2011_09_01,1314835200000,mobile,37.28,101.19,240.25,531.72,1049.09
2011_08_15,1313366400000,desktop,93.21,248.92,548.8,1051.16,1791.62
2011_08_15,1313366400000,mobile,39.11,94.74,231.77,520.88,1051.32
2011_08_01,1312156800000,desktop,93.29,244.28,536.62,1024.84,1735.11
2011_08_01,1312156800000,mobile,35.6,99.96,233.93,520.27,1030.81
2011_07_15,1310688000000,desktop,98.79,249.89,549.25,1049.08,1782.38
2011_07_15,1310688000000,mobile,38.15,93.82,231.37,499.79,999.05
2011_07_01,1309478400000,desktop,97.87,244.79,540.37,1037.46,1789.02
2011_07_01,1309478400000,mobile,38.71,95.5,233.41,521.85,1008.88
2011_06_15,1308096000000,desktop,96.09,243.69,532.41,1021.25,1726.52
2011_06_15,1308096000000,mobile,32.24,83.98,202.25,486.69,1014.32
2011_06_01,1306886400000,desktop,97.33,242.42,524.39,1005.5,1720.29
2011_06_01,1306886400000,mobile,37.66,86.17,202.51,475.31,984.88
2011_05_16,1305504000000,desktop,96.66,239.93,518.86,993.24,1715.71
2011_05_16,1305504000000,mobile,33.02,80.22,144.84,376.96,656.52
2011_04_30,1304121600000,desktop,94.98,236.33,510.47,976.56,1687.06
2011_04_15,1302825600000,desktop,99.32,237.45,515.75,990.76,1704.05
2011_03_29,1301356800000,desktop,95.32,231.93,501.94,959.61,1643.27
2011_03_15,1300147200000,desktop,92.85,228.46,496.2,950.9,1640.27
2011_02_26,1298678400000,desktop,94.86,228.1,496.79,945.39,1633.33
2011_02_11,1297382400000,desktop,92.53,230.39,483.54,919.48,1577.44
2011_01_31,1296432000000,desktop,88.5,222.61,490.66,931.29,1617.67
2011_01_20,1295481600000,desktop,87.94,221.04,483.96,930.2,1626.57
2010_12_28,1293494400000,desktop,86.71,220.91,480.99,926.38,1600.32
2010_12_16,1292457600000,desktop,86.74,222.87,487.85,951.55,1647.95
2010_11_29,1290988800000,desktop,84.29,216.34,473.11,904.62,1575.63
2010_11_15,1289779200000,desktop,85.07,217.0,467.7,899.25,1578.33
